,0
2006-06-29,-0.0033420000000000012
2006-06-30,-0.0217131
2006-07-03,0.0058806000000000015
2006-07-05,0.009479000000000001
2006-07-06,0.007380899999999999
2006-07-07,0.0053606
2006-07-10,0.005036600000000002
2006-07-11,0.006520200000000002
2006-07-12,0.019844000000000004
2006-07-13,0.0004597000000000004
2006-07-14,0.0006892000000000014
2006-07-17,0.007984599999999998
2006-07-18,0.006311700000000002
2006-07-19,-0.012754799999999998
2006-07-20,0.0187118
2006-07-21,0.006560000000000001
2006-07-24,0.0328472
2006-07-25,-0.007159899999999999
2006-07-26,0.0140911
2006-07-27,0.006651300000000001
2006-07-28,0.0547835
2006-07-31,-0.0036077999999999995
2006-08-01,0.0092446
2006-08-02,0.016350299999999998
2006-08-03,-0.0022783000000000005
2006-08-04,0.0008220999999999992
2006-08-07,0.0030758
2006-08-08,0.0224507
2006-08-09,-0.007028699999999999
2006-08-10,0.0173223
2006-08-11,0.014848800000000002
2006-08-14,0.008423900000000002
2006-08-15,0.008716000000000002
2006-08-16,0.0102894
2006-08-17,0.0086245
2006-08-18,0.0004569999999999993
2006-08-21,-0.022515300000000002
2006-08-22,-0.0014811000000000008
2006-08-23,0.0159188
2006-08-24,0.011224399999999999
2006-08-25,-0.004522499999999998
2006-08-28,0.014051
2006-08-29,0.0033838
2006-08-30,0.005833800000000002
2006-08-31,0.0068351
2006-09-01,0.002203400000000001
2006-09-05,0.012400499999999998
2006-09-06,0.020547600000000003
2006-09-07,-0.013296099999999998
2006-09-08,-0.006362400000000001
2006-10-23,-0.0007993999999999994
2006-10-24,0.0022032000000000015
2006-10-25,0.0144593
2006-10-26,-0.011729
2006-10-27,0.008202100000000002
2006-10-30,-0.009444199999999998
2006-10-31,0.013014100000000004
2006-11-01,-0.002577700000000002
2006-11-02,0.015746800000000002
2006-11-03,0.005587699999999999
2006-11-06,0.004525600000000001
2006-11-07,-0.0047225999999999995
2006-11-08,0.0099232
2006-11-09,0.0143367
2006-11-10,0.025020900000000002
2006-11-13,-0.015061199999999999
2006-11-14,0.0217519
2006-11-15,-0.0027948999999999995
2006-11-16,0.007738499999999999
2006-11-17,-0.00013689999999999883
2006-11-20,0.0192943
2006-11-21,-0.0017127000000000002
2006-11-22,-0.0019396000000000005
2006-11-24,-0.008778000000000001
2006-11-27,-0.009042
2006-11-28,0.0078913
2006-11-29,-0.0060102
2006-11-30,0.007895100000000002
2006-12-01,0.008951500000000001
2006-12-04,0.001795399999999999
2006-12-05,0.0092106
2006-12-06,0.010473200000000002
2006-12-07,0.007621700000000001
2006-12-08,0.0155835
2006-12-11,-0.0027006
2006-12-12,-0.0071937
2006-12-13,0.017686300000000002
2006-12-14,0.008563800000000002
2006-12-15,0.007686299999999999
2006-12-18,0.0014169999999999999
2006-12-19,0.007006700000000001
2006-12-20,0.00039470000000000087
2006-12-21,0.0061885
2006-12-22,0.018166500000000002
2006-12-26,0.007607900000000002
2006-12-27,-0.003385499999999998
2006-12-28,0.015517300000000003
2006-12-29,0.014841
2007-01-03,0.0221752
2007-01-04,0.0017595999999999983
2007-01-05,0.0033251000000000027
2007-01-08,0.0026838
2007-01-09,0.011600600000000003
2007-01-10,0.0255479
2007-01-11,-0.0017193
2007-01-12,-0.0017018000000000003
2007-01-16,-0.0009159000000000007
2007-01-17,-0.0008052999999999997
2007-01-18,-0.008268400000000002
2007-01-19,0.0173505
2007-01-22,0.0259598
2007-01-23,0.0134729
2007-01-24,-0.0016660000000000025
2007-01-25,0.016889300000000003
2007-01-26,0.008927599999999999
2007-01-29,0.010823500000000002
2007-01-30,0.0046663
2007-01-31,0.0031773999999999995
2007-02-01,0.0184618
2007-02-02,-0.007830900000000002
2007-02-05,0.0081142
2007-02-06,0.0129495
2007-02-07,0.003450400000000001
2007-02-08,0.009651400000000001
2007-02-09,0.008151200000000003
2007-02-12,0.0016025
2007-02-13,0.0022051999999999996
2007-02-14,0.015369500000000001
2007-02-15,0.0089224
2007-02-16,0.0064226
2007-02-20,0.012387799999999997
2007-02-21,-0.0024489000000000004
2007-02-22,0.0030950000000000014
2007-02-23,0.007327
2007-02-26,0.000986400000000001
2007-02-27,0.0055347999999999994
2007-02-28,0.0104889
2007-03-01,0.0175801
2007-03-02,0.0069804
2007-03-05,0.008426900000000001
2007-03-06,0.0029286
2007-03-07,0.0108738
2007-03-08,0.0007388
2007-03-09,0.015287
2007-03-12,-0.0031785
2007-03-13,0.013678500000000001
2007-03-14,0.012216099999999999
2007-03-15,0.008401500000000001
2007-03-16,0.0142988
2007-03-19,0.004253600000000001
2007-03-20,0.020172700000000002
2007-03-21,-0.028608
2007-03-22,0.0138958
2007-03-23,0.005710100000000001
2007-03-26,0.019417100000000003
2007-03-27,0.0039965
2007-03-28,-0.0012898000000000024
2007-03-29,0.016516500000000003
2007-03-30,0.002764100000000001
2007-04-02,-0.0082229
2007-04-03,0.0094436
2007-04-04,0.0157855
2007-04-05,0.0009215000000000004
2007-04-09,0.0082801
2007-04-10,-0.0028694
2007-04-11,0.0125024
2007-04-12,0.015112800000000001
2007-04-13,0.0032520000000000014
2007-04-16,-0.007982800000000002
