date,TICKER,label,correct_prediction,predicted_label,reservation,score,incorrect_prediction,reservation_z,score_z,combined_score,Date,Side
2014-06-11,CBRL,1,True,1,3.1235919406569224e-10,0.6143901348114014,0,-0.8681009776326939,7.406053448063543,4.60152195310315,2014-06-11,long
2014-06-11,FLWS,0,False,1,3.568368101003472e-10,0.6090565919876099,1,-0.28056122259391947,7.025604200607514,4.5443135689449665,2014-06-11,long
2014-06-11,DAVE,1,True,1,4.053178070950736e-10,0.6023577451705933,0,0.35986233509233945,6.5477658641478,4.202770899757076,2014-06-11,long
2014-06-11,USLM,1,True,1,4.75510075759189e-10,0.5927549600601196,0,1.2870871284445125,5.862785450666363,3.4446996450531104,2014-06-11,long
2014-06-11,EGBN,1,True,1,4.247758256248346e-10,0.5734027624130249,0,0.6168985807312279,4.4823654794203724,2.7547846847761406,2014-06-11,long
2014-06-11,PROV,0,False,1,4.982061985181474e-10,0.571103036403656,1,1.586898035480052,4.318322729877492,2.326416650010728,2014-06-11,long
2014-06-11,PNRA,1,True,1,3.8431832716234737e-10,0.569819986820221,0,0.08246371539108596,4.226800965715555,2.7624756112932087,2014-06-11,long
2014-06-11,CAMT,0,False,1,4.0924319488766514e-10,0.5648719072341919,1,0.4117158647485704,3.873847363007052,2.4208730242176264,2014-06-11,long
2014-06-11,CYBX,0,False,1,6.8938482700176e-10,0.5623016953468323,1,4.112326656932964,3.69051046844109,1.0786691123832413,2014-06-11,long
2014-06-11,ADP,1,True,1,3.4138061821842314e-10,0.560279905796051,0,-0.48473419771611,3.5462933245047843,2.180591308926841,2014-06-11,long
2014-06-11,KTEC,1,False,0,2.0971262226776588e-10,0.6135627627372742,1,-2.224040144937291,7.347035813187958,4.115110388874746,2014-06-11,short
2014-06-11,ASFI,1,False,0,2.6549037968059963e-10,0.5790227055549622,1,-1.4872279493057998,4.883244071705822,2.7321558640549286,2014-06-11,short
2014-06-11,AMRB,0,True,0,2.550229472042531e-10,0.5769122242927551,0,-1.6255004841522205,4.732700420983631,2.587167118078964,2014-06-11,short
2014-06-11,MFI,1,False,0,2.6591506774309437e-10,0.5729725956916809,1,-1.4816179112135686,4.451681071171896,2.449175596272974,2014-06-11,short
2014-06-11,AMOV,1,False,0,1.7827432585715286e-10,0.5605166554450989,1,-2.639333288291377,3.5631810160058164,1.4807194854276844,2014-06-11,short
2014-06-11,TSBK,0,True,0,4.1347450463469215e-10,0.5554931163787842,0,0.46761055771782495,3.2048447805077096,1.9608860710882061,2014-06-11,short
2014-06-11,TISA,1,False,0,3.635093337450712e-10,0.5541390776634216,1,-0.1924186183532377,3.1082592599062635,1.9879529674815655,2014-06-11,short
2014-06-11,PSTI,0,True,0,4.0472544760028484e-10,0.5532103776931763,0,0.35203739339150947,3.0420137610951907,1.8915567425036277,2014-06-11,short
2014-06-11,SGC,0,True,0,1.2445119934589854e-10,0.5529968738555908,0,-3.350325229523208,3.026784226614653,0.8920702638230122,2014-06-11,short
2014-06-11,PMBC,0,True,0,3.51101731022041e-10,0.5521240234375,0,-0.35632038545396527,2.964522556337434,1.8389991599828979,2014-06-11,short
2014-06-12,BMRC,1,True,1,4.1888437163351e-10,0.6191683411598206,0,0.3214434845116026,5.425034948083841,3.4744467158465064,2014-06-12,long
2014-06-12,CCUR,0,False,1,3.421627980948472e-10,0.6057652831077576,1,-0.6504290741564703,4.720823645123362,2.9011020113097836,2014-06-12,long
2014-06-12,BSET,0,False,1,2.0475292294985792e-10,0.6014975309371948,1,-2.3910722959241126,4.4965912867264795,2.1786963915845194,2014-06-12,long
2014-06-12,BANF,1,True,1,5.169759620393677e-10,0.6014706492424011,0,1.5640212961296078,4.495178893133695,2.4506910417454684,2014-06-12,long
2014-06-12,TSBK,1,True,1,4.381990048596407e-10,0.599384069442749,0,0.566112110915041,4.385547712418346,2.7076444935941453,2014-06-12,long
2014-06-12,REXI,1,True,1,4.36859048935645e-10,0.5930638909339905,0,0.5491381838656968,4.053478633458369,2.4940802974068434,2014-06-12,long
2014-06-12,PSEM,0,False,1,3.089476452444728e-10,0.5896129608154297,1,-1.0711828999493802,3.872162997446242,2.202137221331224,2014-06-12,long
2014-06-12,TTEC,0,False,1,4.1069586620423593e-10,0.5861547589302063,1,0.21771537576516795,3.690465294874648,2.3638610206147623,2014-06-12,long
2014-06-12,MCBC,0,False,1,3.0704855324970026e-10,0.585910439491272,1,-1.0952396979395251,3.677628484815168,2.0658056996579677,2014-06-12,long
2014-06-12,ADVS,0,False,1,2.800881748754591e-10,0.5841509103775024,1,-1.4367610028959328,3.585180904196518,1.8920882658140443,2014-06-12,long
2014-06-12,UBFO,1,False,0,3.0608227064021776e-10,0.585341215133667,1,-1.1074801084102641,3.6477208156109637,2.042027302527849,2014-06-12,short
2014-06-12,MAG,1,False,0,2.2074768402102762e-10,0.5783078670501709,1,-2.1884582377063344,3.2781810285851947,1.4414082604231382,2014-06-12,short
2014-06-12,HIFS,1,False,0,2.768462403768268e-10,0.5693581700325012,1,-1.477828293762071,2.8079541763673452,1.3655664194609645,2014-06-12,short
2014-06-12,QCRH,0,True,0,3.9787348415920576e-10,0.561781644821167,0,0.05528751262908268,2.4098752700266117,1.5722727990499665,2014-06-12,short
2014-06-12,NICK,0,True,0,3.7722278078966553e-10,0.5588122606277466,0,-0.20630581759551858,2.2538605826533087,1.4194670647446628,2014-06-12,short
2014-06-12,HFBC,1,False,0,2.7864996421378407e-10,0.5575739741325378,1,-1.4549795744292897,2.1887996582850007,0.9644645149064348,2014-06-12,short
2014-06-12,MFI,1,False,0,3.058223951857286e-10,0.554059624671936,1,-1.1107720875921316,2.0041519008034214,0.9561854656248547,2014-06-12,short
2014-06-12,KTEC,0,True,0,2.178143776454533e-10,0.5511451959609985,0,-2.2256159736741736,1.8510246344778958,0.487222987442934,2014-06-12,short
