date,TICKER,label,correct_prediction,predicted_label,reservation,score,incorrect_prediction,reservation_z,score_z,combined_score,Date,Side
2016-05-06,RDI,1,True,1,3.856165387006172e-10,0.6451355218887329,0,-0.8465000889915135,6.238087849123971,3.837792951054622,2016-05-06,long
2016-05-06,HBP,1,True,1,4.307494361199815e-10,0.6323205828666687,0,-0.4533900778958652,5.59348389862105,3.542080647384258,2016-05-06,long
2016-05-06,EMMS,0,False,1,2.758209771691611e-10,0.640231728553772,1,-1.8028254498659748,5.9914222543268965,3.3594062893999803,2016-05-06,long
2016-05-06,VLGEA,0,False,1,5.057471663683089e-10,0.6118683218955994,1,0.19984426458663088,4.564715193910942,2.946763420667634,2016-05-06,long
2016-05-06,ASRV,0,False,1,3.51072199089586e-10,0.6147521734237671,1,-1.1473831810209192,4.709775742737601,2.729815540469913,2016-05-06,long
2016-05-06,CAMT,0,False,1,5.899386534835571e-10,0.6121667623519897,1,0.9331567334607048,4.579727040385428,2.71467812461235,2016-05-06,long
2016-05-06,PESI,1,True,1,6.649960582194581e-10,0.6084209680557251,0,1.586910844001835,4.391309928373719,2.3745839742060495,2016-05-06,long
2016-05-06,IPCC,0,False,1,4.803834552369324e-10,0.5902199149131775,1,-0.021075050024096303,3.475779176428716,2.2870594899350007,2016-05-06,long
2016-05-06,AIQ,0,False,1,4.3901124402445646e-10,0.5893940329551697,1,-0.38142927806463633,3.4342365072155174,2.1407244330009116,2016-05-06,long
2016-05-06,TACT,0,False,1,3.324594766151989e-10,0.5953304767608643,1,-1.3095010142821006,3.7328454293883624,2.0315426486832258,2016-05-06,long
2016-05-06,MFRI,0,True,0,1.9577678367355134e-10,0.6025778651237488,0,-2.5000147639227492,4.097396143324709,1.8792765824998012,2016-05-06,short
2016-05-06,HMNF,0,True,0,2.9898322706500835e-10,0.5895079374313354,0,-1.6010809833197157,3.4399660136290873,1.7420208444996912,2016-05-06,short
2016-05-06,UTMD,0,True,0,2.0521406796092378e-10,0.5972875356674194,0,-2.4178155003467743,3.8312874040524907,1.7307705715602084,2016-05-06,short
2016-05-06,AAON,0,True,0,2.868847104320338e-10,0.5893709659576416,0,-1.706459726537494,3.433076214707903,1.7026985919498427,2016-05-06,short
2016-05-06,NSSC,0,True,0,3.634855472167686e-10,0.5807357430458069,0,-1.0392622382268226,2.9987160673160043,1.6361960658137116,2016-05-06,short
2016-05-06,CCRN,1,False,0,1.7871278068515295e-10,0.5966484546661377,1,-2.6486431655468685,3.7991410054306725,1.6333808189537773,2016-05-06,short
2016-05-06,ENG,0,True,0,3.59056062659846e-10,0.5744252800941467,0,-1.0778432915799971,2.681293616757419,1.4139655008384977,2016-05-06,short
2016-05-06,HDNG,1,False,0,3.445167762183843e-10,0.5741549134254456,1,-1.204481273653658,2.6676939092263083,1.3631991597836564,2016-05-06,short
2016-05-06,HFBC,0,True,0,2.9692726055685625e-10,0.5754141807556152,0,-1.6189885643314588,2.7310362859921318,1.2682177225254256,2016-05-06,short
2016-05-06,AVID,0,True,0,3.12626896592505e-10,0.5710092782974243,0,-1.4822438736721009,2.509465389615558,1.1671066788344753,2016-05-06,short
2016-05-09,MSON,0,False,1,3.833851569545743e-10,0.6593990325927734,1,-0.8035919800986493,7.360569981830655,4.592790834575679,2016-05-09,long
2016-05-09,IRIX,1,True,1,4.689760801923626e-10,0.6171450018882751,0,-0.027120525776093602,5.1503879318258114,3.3903062614989246,2016-05-09,long
2016-05-09,DGAS,1,True,1,4.765514094451362e-10,0.6101914048194885,0,0.04160202913235035,4.7866660532699195,3.1454709255444713,2016-05-09,long
2016-05-09,ASRV,0,False,1,5.119502044514945e-10,0.6036038994789124,1,0.36273600923315136,4.4420933387785055,2.8120787205468742,2016-05-09,long
2016-05-09,GIGA,1,True,1,6.476797431709258e-10,0.6151067614555359,0,1.594059475989225,5.043773667034386,2.802850993166251,2016-05-09,long
2016-05-09,SYPR,0,False,1,5.624729015885066e-10,0.6016242504119873,1,0.8210723682567218,4.338543813204824,2.592485035190466,2016-05-09,long
2016-05-09,UTMD,1,True,1,3.08388869996179e-10,0.6012327671051025,0,-1.4839500578073774,4.318066491554629,2.3602203653496203,2016-05-09,long
2016-05-09,HDSN,1,True,1,5.008968795294777e-10,0.5822780728340149,0,0.26246145963571277,3.3266030892991925,2.1089457572576817,2016-05-09,long
2016-05-09,ERIE,1,True,1,4.5466319598119753e-10,0.5809183120727539,0,-0.15696543921531517,3.2554780681655275,2.0968169300481945,2016-05-09,long
2016-05-09,MOSY,0,False,1,4.838139333607216e-10,0.5747772455215454,1,0.10748684838030201,2.9342572323525498,1.9011391133871833,2016-05-09,long
2016-05-09,INOD,0,True,0,2.278058158777796e-10,0.6002495884895325,0,-2.214990673542225,4.266639356868275,2.0850350532641277,2016-05-09,short
2016-05-09,PCTI,1,False,0,2.401599752399619e-10,0.5989578366279602,1,-2.102915096787011,4.1990716780005775,2.0774253255406676,2016-05-09,short
2016-05-09,ACXM,1,False,0,2.8080324177004456e-10,0.5948545336723328,1,-1.7342038470747339,3.9844401650525327,2.0574432394000093,2016-05-09,short
2016-05-09,PESI,1,False,0,3.104116408358948e-10,0.589077353477478,1,-1.4655997029302383,3.6822531368940075,1.9466391683830666,2016-05-09,short
2016-05-09,STRS,0,True,0,2.111273378346823e-10,0.5974981784820557,0,-2.366295994388361,4.122721323266772,1.9401183952079104,2016-05-09,short
2016-05-09,CLCT,1,False,0,2.620036410050375e-10,0.5919954776763916,1,-1.904751760270321,3.834891491545388,1.9024603035307504,2016-05-09,short
2016-05-09,ELTK,0,True,0,2.6162103039517604e-10,0.5892926454544067,0,-1.9082227616971077,3.6935144167052902,1.808006003665446,2016-05-09,short
2016-05-09,EMITF,0,True,0,2.809634747080736e-10,0.5854769945144653,0,-1.7327502314608898,3.4939291209137386,1.734185643420974,2016-05-09,short
2016-05-09,TTEC,1,False,0,3.4244354574219926e-10,0.5726253390312195,1,-1.1750097799985606,2.821697435833517,1.4745670802505964,2016-05-09,short
2016-05-09,STFC,1,False,0,3.3636013418991695e-10,0.5712141990661621,1,-1.2301978214001028,2.747884922120305,1.4076387675373674,2016-05-09,short
2016-05-10,STRS,1,True,1,3.873981413438088e-10,0.6204464435577393,0,-0.698651141577492,5.530413449329286,3.419517999836757,2016-05-10,long
2016-05-10,LAMR,0,False,1,3.3930622200806226e-10,0.6231464147567749,1,-1.12021107709533,5.677384456599166,3.3774040859139904,2016-05-10,long
2016-05-10,ENG,1,True,1,5.527771573810014e-10,0.6075870990753174,0,0.7510137563843147,4.830424200522875,2.9402454327382737,2016-05-10,long
2016-05-10,MFRI,0,False,1,4.433565736761125e-10,0.5829674005508423,1,-0.2081356152372692,3.490268464004183,2.234892433214462,2016-05-10,long
2016-05-10,CALM,0,False,1,3.8167019544843583e-10,0.5860270261764526,1,-0.7488606681602306,3.656817003568346,2.166375201862232,2016-05-10,long
2016-05-10,HBP,1,True,1,5.483925535898493e-10,0.5856058597564697,0,0.7125795803938489,3.6338911097679802,2.1632168709168966,2016-05-10,long
2016-05-10,HURC,1,True,1,4.721986135436396e-10,0.5791144967079163,0,0.044685412384312125,3.2805383902496628,2.1504091514779544,2016-05-10,long
2016-05-10,ACAS,0,False,1,4.05405875536502e-10,0.5836057066917419,1,-0.5408005219734726,3.525014203702473,2.148045202192386,2016-05-10,long
2016-05-10,ASRV,1,True,1,5.966386829037162e-10,0.5839128494262695,0,1.1354912762350546,3.5417332994784827,1.9628318564982306,2016-05-10,long
2016-05-10,PRGX,1,True,1,4.657151331244336e-10,0.5711182951927185,0,-0.012146912571786763,2.8452708616770237,1.873870287558146,2016-05-10,long
2016-05-10,SRDX,0,True,0,1.9492082947714096e-10,0.6142549514770508,0,-2.3858519083567815,5.1933839921531195,2.640302305063321,2016-05-10,short
2016-05-10,RRGB,0,True,0,2.2103099905912416e-10,0.5975508093833923,0,-2.156977670077853,4.284105926534849,2.1157072803873094,2016-05-10,short
2016-05-10,VLGEA,1,False,0,2.904564089245554e-10,0.5909322500228882,1,-1.5484144912650535,3.92382936646035,2.0787505997463636,2016-05-10,short
2016-05-10,HFBC,0,True,0,3.31743216230862e-10,0.5832304954528809,0,-1.1865062109097908,3.50458984742264,1.9214822496987114,2016-05-10,short
2016-05-10,GIGM,1,False,0,3.7883873815758307e-10,0.5755819082260132,1,-0.7736804085540432,3.0882444548029775,1.782926805347131,2016-05-10,short
2016-05-10,RELL,0,True,0,3.551440808102768e-10,0.5757442116737366,0,-0.9813809611918564,3.097079327265247,1.7202166388017504,2016-05-10,short
2016-05-10,HWKN,0,True,0,3.449234786678801e-10,0.5745564699172974,0,-1.0709718205215168,3.0324254515562337,1.6479800972550138,2016-05-10,short
2016-05-10,FSBK,0,True,0,2.4738769366372537e-10,0.580780029296875,0,-1.9259424643417342,3.3712004692849895,1.589431296495321,2016-05-10,short
2016-05-10,BDE,1,False,0,4.219075366851399e-10,0.5666648745536804,1,-0.3961517055851791,2.6028520842657406,1.5871523127722797,2016-05-10,short
2016-05-10,JOUT,0,True,0,3.5141595189358554e-10,0.5719431638717651,0,-1.0140606672096275,2.890172000129226,1.5728734999061122,2016-05-10,short
