date,TICKER,label,correct_prediction,predicted_label,reservation,score,incorrect_prediction,reservation_z,score_z,combined_score,Date,Side
2012-07-12,RUSHB,1,True,1,4.141245957267614e-10,0.6257389187812805,0,-0.027728237229100828,6.376845200268685,4.199567513891729,2012-07-12,long
2012-07-12,LANC,0,False,1,4.6520878815847766e-10,0.602443516254425,1,0.507408022798624,5.02809697857857,3.15109935833831,2012-07-12,long
2012-07-12,AROW,0,False,1,3.977251306075402e-10,0.5903697609901428,1,-0.19952205470181275,4.3290553576815185,2.791334258018204,2012-07-12,long
2012-07-12,PZZA,1,True,1,5.068624964188473e-10,0.5916577577590942,0,0.9437545439761001,4.4036272973448565,2.5949550167354927,2012-07-12,long
2012-07-12,HPOL,0,False,1,5.141690961885104e-10,0.5903218984603882,1,1.020295373695263,4.326284231412387,2.5186501194127393,2012-07-12,long
2012-07-12,SBSI,0,False,1,4.2694978108492876e-10,0.5800185203552246,1,0.10662294657215064,3.7297432237727963,2.426444955321236,2012-07-12,long
2012-07-12,SMRT,1,True,1,3.378109458829215e-10,0.5832548141479492,0,-0.8271575562123831,3.917116912326667,2.3123351685855136,2012-07-12,long
2012-07-12,MAXY,1,True,1,5.400691560630833e-10,0.5860432386398315,0,1.291613378659317,4.0785600370122275,2.2656172094704954,2012-07-12,long
2012-07-12,CFNB,0,False,1,5.308589123842467e-10,0.5768163800239563,1,1.1951307854809123,3.5443469391444697,1.9448758206266492,2012-07-12,long
2012-07-12,WMGI,0,False,1,3.7613312464657156e-10,0.5690673589706421,1,-0.4257107202443702,3.095697109915372,1.9026755548635035,2012-07-12,long
2012-07-12,SASR,0,True,0,2.1048282561331177e-10,0.60574871301651,0,-2.1609927571606713,5.219459984650642,2.7317159800064026,2012-07-12,short
2012-07-12,LOJN,1,False,0,3.112280433370529e-10,0.5922962427139282,1,-1.1056287304037469,4.440594052755735,2.5659345937855487,2012-07-12,short
2012-07-12,EGBN,0,True,0,2.2782442599122987e-10,0.5980426669120789,0,-1.979329531662116,4.773298302420354,2.4971981341489355,2012-07-12,short
2012-07-12,TACT,0,True,0,2.884409933123777e-10,0.5877212882041931,0,-1.344336168983092,4.1757151028339665,2.312341032105998,2012-07-12,short
2012-07-12,WINA,0,True,0,3.4844660490307433e-10,0.578265905380249,0,-0.7157429185319981,3.6282709985952875,2.1584636959573307,2012-07-12,short
2012-07-12,CSBK,0,True,0,2.847712066156305e-10,0.5819196701049805,0,-1.3827792926680136,3.839815257994733,2.0779609036960793,2012-07-12,short
2012-07-12,RCMT,0,True,0,4.0278669288795754e-10,0.5667729377746582,0,-0.14649928229994852,2.962855597332627,1.907139931080551,2012-07-12,short
